ProductID	Name	ProductNumber	MakeFlag	FinishedGoodsFlag	Color	SafetyStockLevel	ReorderPoint	StandardCost	ListPrice	Size	SizeUnitMeasureCode	WeightUnitMeasureCode	Weight	DaysToManufacture	ProductLine	Class	Style	ProductSubcategoryID	ProductModelID	SellStartDate	SellEndDate	DiscontinuedDate	rowguid	ModifiedDate
341	Flat Washer 1	FW-1000	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	A3F2FA3A-22E1-43D8-A131-A9B89C32D8EA	2008-03-11 10:01:36.827
342	Flat Washer 6	FW-1200	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	331ADDEC-E9B9-4A7E-9324-42069C2DCDC4	2008-03-11 10:01:36.827
343	Flat Washer 2	FW-1400	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	84A3473E-AE26-4A21-81B9-60BB418A79B2	2008-03-11 10:01:36.827
344	Flat Washer 9	FW-3400	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	0AE4CE60-5242-48F5-ADA1-3013FF45F969	2008-03-11 10:01:36.827
345	Flat Washer 4	FW-3800	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	2C1C58B4-234C-4B3A-8C8E-84524AC05EEA	2008-03-11 10:01:36.827
346	Flat Washer 3	FW-5160	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	590C2C3F-A8B6-42B5-9412-D655E37F0EAE	2008-03-11 10:01:36.827
347	Flat Washer 8	FW-5800	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	1B73F5FE-AB85-49FC-99AD-0500CEBDA91D	2008-03-11 10:01:36.827
348	Flat Washer 5	FW-7160	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	D182CF18-4DDF-429B-A0DF-DE1CFC92622D	2008-03-11 10:01:36.827
349	Flat Washer 7	FW-9160	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	7E55F64D-EA3C-45FF-BE72-F7F7B9D61A79	2008-03-11 10:01:36.827
350	Fork Crown	FC-3654	1	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	1CBFA85B-5C9B-4B58-9C17-95238215D926	2008-03-11 10:01:36.827
351	Front Derailleur Cage	FC-3982	0	0	Silver	800	600	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	01C901E3-4323-48ED-AB9E-9BFDA28BDEF6	2008-03-11 10:01:36.827
352	Front Derailleur Linkage	FL-2301	0	0	Silver	800	600	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	88ED2E08-E775-4915-B506-831600B773FD	2008-03-11 10:01:36.827
355	Guide Pulley	GP-0982	0	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	6A89205B-90C3-4997-8C63-BC6A5EBC752D	2008-03-11 10:01:36.827
356	LL Grip Tape	GT-0820	0	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	L 	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	32C82181-1969-4660-AE04-A02D51994EC1	2008-03-11 10:01:36.827
357	ML Grip Tape	GT-1209	0	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	M 	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	09343E22-2494-4279-9F32-5D961A0FBFEA	2008-03-11 10:01:36.827
358	HL Grip Tape	GT-2908	0	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	8E5B2BF7-81DD-4454-B75E-D9AE2A6FBD26	2008-03-11 10:01:36.827
359	Thin-Jam Hex Nut 9	HJ-1213	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	A63AFF3C-4143-4016-BC99-D3F80EC1ADE5	2008-03-11 10:01:36.827
360	Thin-Jam Hex Nut 10	HJ-1220	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	A1AE0C6D-92A5-4FDA-B33B-1301E83EFE5B	2008-03-11 10:01:36.827
361	Thin-Jam Hex Nut 1	HJ-1420	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	E33E8C4C-282A-4D1F-91E7-E9969CF7134F	2008-03-11 10:01:36.827
362	Thin-Jam Hex Nut 2	HJ-1428	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	A992684F-4642-4856-A817-2C0740AE8C55	2008-03-11 10:01:36.827
363	Thin-Jam Hex Nut 15	HJ-3410	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	B9D9A30D-CB07-422D-A312-F0535575337E	2008-03-11 10:01:36.827
364	Thin-Jam Hex Nut 16	HJ-3416	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	0EC8F653-24C9-41B6-86F5-39C1789DB580	2008-03-11 10:01:36.827
365	Thin-Jam Hex Nut 5	HJ-3816	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	94506C9D-5991-46A7-82EA-00E05D8D9B9C	2008-03-11 10:01:36.827
366	Thin-Jam Hex Nut 6	HJ-3824	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	71E984C6-1D11-4CF2-BAEE-6C8DF494BDAD	2008-03-11 10:01:36.827
367	Thin-Jam Hex Nut 3	HJ-5161	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	EFC09CDB-ECD5-4DB5-9E27-277DDA6D7F50	2008-03-11 10:01:36.827
368	Thin-Jam Hex Nut 4	HJ-5162	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	0A0C93AA-D06C-48AA-99EB-20F2C8A6D6C4	2008-03-11 10:01:36.827
369	Thin-Jam Hex Nut 13	HJ-5811	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	A2728648-9517-4DEC-8606-D7D98ECD1E91	2008-03-11 10:01:36.827
370	Thin-Jam Hex Nut 14	HJ-5818	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	0A7AD37C-3696-4844-8633-9FDDCD5FCEFC	2008-03-11 10:01:36.827
371	Thin-Jam Hex Nut 7	HJ-7161	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	ACBB1DE1-680C-4034-A8C5-3C6B01E57AA7	2008-03-11 10:01:36.827
372	Thin-Jam Hex Nut 8	HJ-7162	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	A0DA8F8F-45FB-4E62-AB14-AA229087DE1E	2008-03-11 10:01:36.827
373	Thin-Jam Hex Nut 12	HJ-9080	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	DB99CBCD-F18D-4979-8DCF-1012F3B1CB15	2008-03-11 10:01:36.827
374	Thin-Jam Hex Nut 11	HJ-9161	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	EC2E54F5-9D07-4C26-B969-40F835395BE3	2008-03-11 10:01:36.827
375	Hex Nut 5	HN-1024	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	F2F3A14C-DF15-4957-966D-55E5FCAD1161	2008-03-11 10:01:36.827
376	Hex Nut 6	HN-1032	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	E73E44DD-F0B7-45D4-9066-E49F1B1FE7D0	2008-03-11 10:01:36.827
377	Hex Nut 16	HN-1213	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	2B2A5641-BFFE-4079-B9F0-8BF355BC3996	2008-03-11 10:01:36.827
378	Hex Nut 17	HN-1220	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	F70BBECD-5BE7-4EE9-A9E7-15786E622BA9	2008-03-11 10:01:36.827
379	Hex Nut 7	HN-1224	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	BA3631D1-33D6-4A2F-8413-758BFDA6F9C2	2008-03-11 10:01:36.827
380	Hex Nut 8	HN-1420	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	B478B33A-1FD5-4DB6-B99A-EB3B2A7C1623	2008-03-11 10:01:36.827
381	Hex Nut 9	HN-1428	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	DA46D979-59DF-456D-B5AE-E7E89FC589DF	2008-03-11 10:01:36.827
382	Hex Nut 22	HN-3410	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	2F457404-197D-4DDF-9868-A3AAD1B32D6B	2008-03-11 10:01:36.827
383	Hex Nut 23	HN-3416	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	5F02449E-96E5-4FC8-ADE0-8A9A7F533624	2008-03-11 10:01:36.827
384	Hex Nut 12	HN-3816	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	32C97696-7C3D-4793-A54B-3D73200BADBC	2008-03-11 10:01:36.827
385	Hex Nut 13	HN-3824	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	8F0902D0-274D-4A4B-8FDE-E37F53B2AB29	2008-03-11 10:01:36.827
386	Hex Nut 1	HN-4402	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	57456F8C-CB78-45EC-B9B8-21A9BE5C12F5	2008-03-11 10:01:36.827
387	Hex Nut 10	HN-5161	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	955811B4-2F17-48F0-A8B4-0C96CBA4AA6D	2008-03-11 10:01:36.827
388	Hex Nut 11	HN-5162	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	7D4BAD17-374F-4281-9AE5-49ABC3FE585D	2008-03-11 10:01:36.827
389	Hex Nut 2	HN-5400	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	17C4B7BA-8574-4EC7-BD3B-7A51ABA61F69	2008-03-11 10:01:36.827
390	Hex Nut 20	HN-5811	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	B4E990B7-B3F7-4F97-8F98-CE373833ADB4	2008-03-11 10:01:36.827
391	Hex Nut 21	HN-5818	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	433EE702-E028-4630-895C-8CDBD0F1FD89	2008-03-11 10:01:36.827
392	Hex Nut 3	HN-6320	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	EE76FAE0-161E-409C-A6F5-837B5B8B344D	2008-03-11 10:01:36.827
393	Hex Nut 14	HN-7161	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	EB10B88C-5351-4C06-AF51-116BAA48A2C8	2008-03-11 10:01:36.827
394	Hex Nut 15	HN-7162	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	35E28755-E8F0-47BE-A8BE-A20836DBE28D	2008-03-11 10:01:36.827
395	Hex Nut 4	HN-8320	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	69AB8D5E-6101-4203-81B1-794E923782EA	2008-03-11 10:01:36.827
396	Hex Nut 18	HN-9161	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	39D42384-66F6-4CCD-B471-0589FC3FC576	2008-03-11 10:01:36.827
397	Hex Nut 19	HN-9168	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	B63F827E-9055-4678-9E90-4FFD8D06D4D4	2008-03-11 10:01:36.827
398	Handlebar Tube	HT-2981	1	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	9F88C58E-5CFA-46C9-8994-DA4F3FFE92ED	2008-03-11 10:01:36.827
399	Head Tube	HT-8019	1	0	NULL	800	600	0,00	0,00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	B047C048-B4FB-4F80-94BC-C5FC00A6F77F	2008-03-11 10:01:36.827
400	LL Hub	HU-6280	1	0	NULL	500	375	0,00	0,00	NULL	NULL	NULL	NULL	1	NULL	L 	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	AB332DDA-DDA5-44AD-8C50-34FFACEFFA8E	2008-03-11 10:01:36.827
401	HL Hub	HU-8998	1	0	NULL	500	375	0,00	0,00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	D59403A3-D19E-4803-BDA2-B436A6416FDA	2008-03-11 10:01:36.827
402	Keyed Washer	KW-4091	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	43024784-2741-4CAB-A6DC-8050CE507F2E	2008-03-11 10:01:36.827
403	External Lock Washer 3	LE-1000	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	763412F0-6D53-43E2-B371-DCBED69F5E98	2008-03-11 10:01:36.827
404	External Lock Washer 4	LE-1200	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	89B6E84F-5C08-4CD9-B803-01F2CE24E417	2008-03-11 10:01:36.827
405	External Lock Washer 9	LE-1201	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	3330A721-E8CB-4E67-8D27-300DB68C2395	2008-03-11 10:01:36.827
406	External Lock Washer 5	LE-1400	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	39314098-768B-49F9-A777-AF2E3BB06B17	2008-03-11 10:01:36.827
407	External Lock Washer 7	LE-3800	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	93F7BC73-BD22-45A0-9F2E-A11932342E6B	2008-03-11 10:01:36.827
408	External Lock Washer 6	LE-5160	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	DC5F4CB0-A599-42CD-A96F-E9F01BC1DACC	2008-03-11 10:01:36.827
409	External Lock Washer 1	LE-6000	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	802B7687-BC74-43F8-98AE-2112166FACA7	2008-03-11 10:01:36.827
410	External Lock Washer 8	LE-7160	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	02C48826-21AD-41F3-85A6-BC9A85A4DCE4	2008-03-11 10:01:36.827
411	External Lock Washer 2	LE-8000	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	502A2A3D-CD72-43AD-8FB6-77505187EDF4	2008-03-11 10:01:36.827
412	Internal Lock Washer 3	LI-1000	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	F1168C45-E4D2-4C37-ADAD-B76EAF402B71	2008-03-11 10:01:36.827
413	Internal Lock Washer 4	LI-1200	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	7F7413BB-BAD2-47E4-9BC4-D98B194BE35D	2008-03-11 10:01:36.827
414	Internal Lock Washer 9	LI-1201	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	4F040109-8332-4FCF-8084-57E6D8C49283	2008-03-11 10:01:36.827
415	Internal Lock Washer 5	LI-1400	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	0C02F2CC-BDB4-4794-A4F9-0EB33F7545C2	2008-03-11 10:01:36.827
416	Internal Lock Washer 7	LI-3800	0	0	NULL	1000	750	0,00	0,00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2002-06-01 00:00:00.000	NULL	NULL	3C2AC5BC-3F49-4FA4-8340-BC4CDA983F46	2008-03-11 10:01:36.827
